Treatments,Time,PJ,BV,AC,DP,BT,DL,BH,BP,CS,EL
COMM10<EL,0.0,0.0003844455293301,0.0076046938960168,0.0028254333490126,0.0210072249927809,0.0043897357513657,0.0382008778124637,0.0012706299895358,0.0007402271956488,0.0005036501593906,0.0058925257688989
COMM10<EL,24.0,0.0032500097921588,0.1383616279142543,0.3237828150707094,0.5315256049241142,0.1719569220005799,1.2389618593044132,0.0451829411370694,0.0306935775567545,0.007774895069683,0.1612824745029903
COMM10<PJ,0.0,0.0015997841250841,0.0056452273594164,0.006567330194223,0.0201204050056269,0.0016608576656809,0.0369982938676638,0.0052325754427766,0.0003623559223503,0.0002952725710344,0.005855397846143
COMM10<PJ,24.0,0.0096059307771551,0.116989209775056,0.2170559682493974,0.4568822139233391,0.050493833938484,0.8024141498749646,0.1264553703246394,0.0327065178380336,0.00400166527276,0.1121353768648886
COMM10<equal,0.0,0.0004890940853265,0.004615003662467,0.0069044464628958,0.0245283707031136,0.0041482772112477,0.0365714527298904,0.0020984365753792,0.0008309344428925,0.0005430797982519,0.0070450328681665
COMM10<equal,24.0,0.0045060119418886,0.0777255952803503,0.2556901543190218,0.4644670691497922,0.0913083807762559,0.8535983057594283,0.0346267528876785,0.0366921773963031,0.0063890729445849,0.1198131117778826
MonospeciesAC,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesAC,24.0,0.0,0.0,0.5460462542380754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
MonospeciesBH,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690247171838895,0.0,0.0,0.0
MonospeciesBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MonospeciesBP,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6873421602787455,0.0,0.0
MonospeciesBT,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
MonospeciesBT,24.0,0.0,0.0,0.0,0.0,0.9579903627328038,0.0,0.0,0.0,0.0,0.0
MonospeciesBV,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesBV,24.0,0.0,1.3211689949725476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
MonospeciesCS,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531440295388047,0.0
MonospeciesDL,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
MonospeciesDL,24.0,0.0,0.0,0.0,0.0,0.0,0.7183450606102828,0.0,0.0,0.0,0.0
MonospeciesDP,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesDP,24.0,0.0,0.0,0.0,0.11476232765504368,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MonospeciesEL,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474586527293844
MonospeciesPJ,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MonospeciesPJ,24.0,0.2138555524592451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommB1,0.0,0.00375,0.00375,0.0,0.0,0.00375,0.0,0.0,0.00375,0.0,0.0
SubCommB1,24.0,0.0349395572187269,0.0570255363983149,0.0,0.0,0.9745558339432108,0.0,0.0,0.5823680269306588,0.0,0.0
SubCommB10,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375
SubCommB10,24.0,0.3199533103712208,0.0,0.0,0.0,0.0,0.0,0.0,0.1274350044648552,0.230523153463452,0.2501194029850746
SubCommB11,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.00375
SubCommB11,24.0,0.3004025498316026,0.0,0.0,0.0,0.0,0.0,0.0410483402491152,0.0,0.3079647908921726,0.2115296403992959
SubCommB12,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003
SubCommB12,24.0,0.2050967244172703,0.0,0.0,0.0,0.0,0.0,0.0177775050786586,0.110645754429,0.3077589775277977,0.2738302325987273
SubCommB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375
SubCommB13,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414788941877998,0.2413601611140488,0.2673201056842384,0.2447985854837764
SubCommB14,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.003,0.003,0.003,0.0
SubCommB14,24.0,0.0098371944739638,0.0,0.0,0.1679226354941551,0.0,0.0,0.1624,1.0658686503719448,0.0467698193411264,0.0
SubCommB2,0.0,0.00375,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0
SubCommB2,24.0,0.1154273766378589,0.0885102871480345,0.0,0.0579531642040702,1.4339816002230277,0.0,0.0,0.0,0.0,0.0
SubCommB4,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.00375,0.0,0.0
SubCommB4,24.0,0.0,0.031751175151506,0.0,0.0504172135956155,1.2416791930353068,0.0,0.0,0.2904825654428976,0.0,0.0
SubCommB6,0.0,0.00375,0.00375,0.00375,0.0,0.00375,0.0,0.0,0.0,0.0,0.0
SubCommB6,24.0,0.1163950669426116,1.3515960949816552,0.2614077796487304,0.0,0.4782471299139878,0.0,0.0,0.0,0.0,0.0
SubCommB7,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0025
SubCommB7,24.0,0.0659224060042267,0.5152925981516443,0.4116531310955368,0.0,0.0,0.9803232916328634,0.0,0.0,0.0389515769937189,0.1287195892516646
SubCommB8,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571
SubCommB8,24.0,0.1003227563458029,0.3961314074966046,0.3544459435453111,0.0,0.0,0.704243728760679,0.000342681892312,0.3347480388214583,0.0,0.0351557450071284
SubCommB9,0.0,0.00375,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.0
SubCommB9,24.0,0.2835326369610655,0.0,0.0,0.1772484089960392,0.0,0.0,0.0,0.593395899789221,0.1188176827644828,0.0
SubCommC1,0.0,0.0049999999999999,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0049999999999999,0.0,0.0
SubCommC1,24.0,0.0459515765542625,0.0,0.0,0.0,0.9632095395550716,0.0,0.0,0.2869150245980038,0.0,0.0
SubCommC10,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
SubCommC10,24.0,0.0445783068687908,0.0,0.0,0.063143036692601,1.124993708108258,0.0,0.5889442134471622,0.0064337040747009,0.0250521385292007,0.0
SubCommC11,0.0,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.001875
SubCommC11,24.0,0.0457935024428765,0.0,0.3457735049594652,0.1257084860647561,0.3390138798987882,1.8172001714033936,0.0047918988501528,0.0,0.0114330361345965,0.0685540734219973
SubCommC12,0.0,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875
SubCommC12,24.0,0.0,0.0550864526641608,0.5960042863347708,0.0707017752769382,0.2270250000719475,0.814471908172133,0.0,0.0953003047844383,0.0090962659415782,0.0729260680033749
SubCommC13,0.0,0.003,0.0,0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0
SubCommC13,24.0,0.0226632640431544,0.0,0.0480652560002115,0.0418779314118171,0.2566877803244375,1.525330271385368,0.0,0.0,0.0,0.0
SubCommC14,0.0,0.003,0.0,0.003,0.0,0.0,0.003,0.0,0.003,0.003,0.0
SubCommC14,24.0,0.0912913429788835,0.0,0.3678879983517298,0.0,0.0,1.7352529351031691,0.0,0.0658739506029019,0.0089891011151568,0.0
SubCommC15,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
SubCommC15,24.0,0.0168412310481133,0.1022513146433132,0.4267017054646254,0.0341681549744547,0.1726909474485956,0.9840224949283096,0.0028510150377514,0.007848577198183,0.0036620923101252,0.0299956879050176
SubCommC2,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0049999999999999,0.0,0.0,0.0,0.0049999999999999
SubCommC2,24.0,0.0,0.0,0.0,0.0532440518340885,0.0,1.2079407832585585,0.0,0.0,0.0,0.0304163823138257
SubCommC3,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0,0.00375
SubCommC3,24.0,0.0,0.0,0.0,0.0,0.0,1.1707033917883445,0.0041748269736334,0.0754388825467556,0.0,0.0312218801866871
SubCommC5,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.0,0.0,0.003,0.0
SubCommC5,24.0,0.0,0.0,0.0897778627398106,0.1496659300230652,0.2446056456397822,1.141725395906368,0.0,0.0,0.0091151428871549,0.0
SubCommC6,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.003,0.0,0.0,0.003
SubCommC6,24.0,0.0964330151692696,1.2611538620148766,0.229277274136245,0.0,0.0,0.0,0.0052593371138492,0.0,0.0,0.6253256636500973
SubCommC7,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0
SubCommC7,24.0,0.0060147127445422,0.0,0.0319062620934003,0.0,0.0854599450167271,1.081257581988995,0.0005495463785037,0.0242263066484067,0.0,0.0
SubCommC8,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025
SubCommC8,24.0,0.0,0.0185127371173953,0.0,0.0,0.4437750902940333,0.8990877190568214,0.0084905017336258,0.0,0.0179588384379523,0.3542730355060765
SubCommC9,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0
SubCommC9,24.0,0.0221488847478172,0.0661064255404049,0.3632380963270189,0.0703356396475628,0.0,1.5663877204958154,0.0034566037834863,0.0,0.0060060736931629,0.0
SubCommD1,0.0,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD1,24.0,0.0,0.0358026507217906,0.0,0.0,1.1298640159448765,0.0,0.0,0.0,0.0,0.0
SubCommD10,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD10,24.0,0.0,0.1918384335438502,0.0,0.0,0.0,0.0,0.6066892363222097,0.5249853681030329,0.6535162935743024,0.0
SubCommD11,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD11,24.0,0.0,1.4804403099114232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2062263567552436
SubCommD12,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD12,24.0,0.0,1.281878670504344,0.0,0.9132870824509411,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD13,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD13,24.0,0.0,0.0,0.428535260403688,0.0,0.0,0.0,0.6658786167178891,0.127379959575823,0.5402061633025997,0.0
SubCommD14,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD14,24.0,0.0,0.0,0.5187434198048402,0.0,0.0,0.0,0.0,0.0,0.0,0.0087830409466844
SubCommD15,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD15,24.0,0.0,0.0,0.6777487516425755,0.2433166134785057,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD16,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.00375,0.00375,0.0
SubCommD16,24.0,0.0,0.0,0.0,0.0,0.0,0.7581961015128914,0.3020951608819524,0.1690455167928384,0.4216464822676372,0.0
SubCommD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075
SubCommD17,24.0,0.0,0.0,0.0,0.0,0.0,0.7049560637987486,0.0,0.0,0.0,0.007710602867918
SubCommD18,0.0,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD18,24.0,0.0,0.0,0.0,0.0022069335239456,0.0,0.1871819156540384,0.0,0.0,0.0,0.0
SubCommD19,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0075
SubCommD19,24.0,0.0,0.0,0.0,0.3964269696136672,0.0,0.0,0.0,0.0,0.0,0.0255730303863327
SubCommD2,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0
SubCommD2,24.0,0.0,0.0,0.0,0.0,1.9012976091064295,1.8753690575602373,0.0,0.0,0.0,0.0
SubCommD20,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.00375,0.00375,0.00375,0.0
SubCommD20,24.0,0.0,0.0,0.0,0.4254019165476718,0.0,0.0,0.6398102927931265,0.4351100595760945,0.4201777310831072,0.0
SubCommD21,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999,0.0,0.0
SubCommD21,24.0,0.0428063331493172,0.0,0.0,0.0,0.0,0.0,0.1711935993488436,0.775639979782541,0.0,0.0
SubCommD22,0.0,0.0,0.0,0.0,0.0049999999999999,0.0,0.0,0.0,0.0,0.0049999999999999,0.0049999999999999
SubCommD22,24.0,0.0,0.0,0.0,0.3168866553936818,0.0,0.0,0.0,0.0,0.3778936121000122,0.0129567184190897
SubCommD23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075
SubCommD23,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4935267994992376,0.019139867167429
SubCommD24,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0
SubCommD24,24.0,0.0,0.0,0.0,0.3489100333915431,0.0,0.0,0.0,0.0,0.3109232999417903,0.0
SubCommD3,0.0,0.0,0.0,0.0075,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD3,24.0,0.0,0.0,0.3628284908066995,0.0,0.5965338776757382,0.0,0.0,0.0,0.0,0.0
SubCommD4,0.0,0.0,0.0,0.0075,0.0,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD4,24.0,0.0,0.0,0.4227931463027825,0.0,0.0,2.160540187030551,0.0,0.0,0.0,0.0
SubCommD5,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD5,24.0,0.0,1.64429495418321,1.319371712483457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SubCommD6,0.0,0.0,0.0075,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0
SubCommD6,24.0,0.0,0.094906294592922,0.0,0.0,0.0,3.3097603720737445,0.0,0.0,0.0,0.0
SubCommD7,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.00375,0.00375,0.0
SubCommD7,24.0,0.0,0.0,0.0,0.0,1.1217853284106118,0.0,0.0223374073131471,0.0231004876456905,0.1292767766305506,0.0
SubCommD8,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075
SubCommD8,24.0,0.0,0.0,0.0,0.0,1.2795219465648855,0.0,0.0,0.0,0.0,0.0017527695028858
SubCommD9,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0,0.0,0.0,0.0,0.0
SubCommD9,24.0,0.0,0.0,0.0,0.125450935741602,1.202774658773859,0.0,0.0,0.0,0.0,0.0
comm10,0.0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
comm10,24.0,0.0211295717036919,0.0534765964803664,0.1845029562139462,0.1013265066157812,0.1877688854742828,0.8649416501130901,0.0,0.080181304619053,0.0017433448512993,0.2637291839284888
subcomm1,0.0,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0025
subcomm1,24.0,0.5515167034618703,0.0,0.0,0.2717036318327885,0.0,0.0,0.0866300425571417,0.0646331272386929,0.0147467315120229,0.1145697633974835
subcomm10,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0025
subcomm10,24.0,0.0259185401857928,0.1569048053290326,0.096402662733053,0.0,0.1310418287217992,1.3069533948925058,0.0,0.0,0.0,0.0928787681378161
subcomm11,0.0,0.001875,0.0,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875
subcomm11,24.0,0.4608246746045621,0.0,0.6900783615913298,0.0602548685819469,0.0,0.1041035844448967,0.0,0.4948046921210469,0.0020155495580098,0.0919849357648743
subcomm12,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0
subcomm12,24.0,0.0174353858030502,0.2365512042929767,0.4380844405949915,0.0,0.14784891696479,0.6073800523441913,0.0,0.0,0.0,0.0
subcomm13,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0025,0.0
subcomm13,24.0,0.0230391397269007,0.1163337356394032,0.1227393612040789,0.0,0.2309395392549168,1.0537240516138615,0.0,0.0,0.0057241725608387,0.0
subcomm14,0.0,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0
subcomm14,24.0,0.0241461964737181,0.1664995516219628,0.4715707739998081,0.0117842597615656,0.1801793412120012,0.6157765717848346,0.0,0.0297789566245666,0.001797681854876,0.0
subcomm2,0.0,0.0,0.00375,0.00375,0.0,0.00375,0.00375,0.0,0.0,0.0,0.0
subcomm2,24.0,0.0,0.4634553844199702,0.1277378616040279,0.0,0.8063511482957212,0.0616556056802804,0.0,0.0,0.0,0.0
subcomm3,0.0,0.0,0.0,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875,0.001875
subcomm3,24.0,0.0,0.0,0.3770121644363839,0.1553986226763569,0.9035871311788908,0.0711992292643925,0.0,0.1652781737347911,0.0109005292462137,0.2780241494629709
subcomm4,0.0,0.0,0.001875,0.001875,0.001875,0.0,0.001875,0.001875,0.001875,0.001875,0.001875
subcomm4,24.0,0.0,0.0939635308795656,0.5845567008059227,0.1121895027613299,0.0,0.8020193357054254,0.0,0.1010246480682758,0.0020773228883172,0.0629689588911633
subcomm5,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
subcomm5,24.0,0.077933757260763,0.0,0.5603637501089417,0.1770550066499861,0.0,0.0,0.0003629524161085,0.2366596494768156,0.0022484366605997,0.0152431140934519
subcomm6,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
subcomm6,24.0,0.6474145758811626,0.0,0.0,0.2464706057705916,0.0,0.9654356665758548,0.0276108714700841,0.131948211211447,0.0194773374649431,0.1259272688115771
subcomm7,0.0,0.0021428571428571,0.0,0.0,0.0021428571428571,0.0021428571428571,0.0,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.0021428571428571
subcomm7,24.0,0.0766819152223175,0.0,0.0,0.1560232986178989,0.7453057473049428,0.0,0.0415171296757315,0.1087112435750754,0.0141571159882769,0.052003549615757
subcomm9,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0
subcomm9,24.0,0.0195457724126143,0.136760489514369,0.0998240274490086,0.0030067263588283,0.1163332190600273,1.1208630985384858,0.0,0.0,0.0,0.0
